Index,PDSI,Acres,LargeFire=1
2146,3.26,301.5,1
2147,3.26,220.4,1
2148,3.26,350.1,1
2149,1.82,131.3,1
2150,1.82,404,1
2151,3.26,123.9,1
2152,1.82,776.2,1
2153,1.82,105.1,1
2154,1.82,197.1,1
2155,1.82,201,1
2156,-0.63,3891,1
2157,2.2,132.4,1
2158,2.2,141.1,1
2159,1.69,438.1,1
2160,-1.78,493.11,1
2161,-2.01,10594.8,1
2162,2.72,2815,1
2163,1.95,323.9,1
2164,-2.6,616,1
2165,3.98,1133.4,1
2166,3.98,791.3,1
2167,-2.6,183.2,1
2168,3.98,258.1,1
2169,3.98,134.6,1
2170,3.98,151.25,1
2171,3.99,1971.5,1
2172,3.98,1783.5,1
2173,3.98,229.2,1
2174,3.98,168.2,1
2175,3.98,1047.6,1
2176,3.98,1418.7,1
2177,-0.27,120.6,1
2178,2.42,111.2,1
2179,2.42,201.75,1
2180,2.42,444.22,1
2181,-2.95,201.4,1
2182,-2.95,361.3,1
2183,3.67,15037.2,1
2184,-2.95,230.3,1
2185,4.11,114.6,1
2186,-2.95,296.1,1
2187,4.11,600,1
2188,3.67,1099.2,1
2189,3.67,415.2,1
2190,3.67,191,1
2191,3.67,545,1
2192,3.67,950.1,1
2193,4.11,165.2,1
2194,3.67,665.6,1
2195,3.67,191.8,1
2196,3.67,629.8,1
2197,3.67,4104.3,1
2198,4.11,3029.8,1
2199,3.67,186,1
2200,4.11,274.5,1
2201,3.67,310,1
2202,3.67,603.3,1
2203,3.67,253.31,1
2204,3.67,163.3,1
2205,-0.64,112,1
2206,-0.84,1806.6,1
2207,-0.48,1250.25,1
2208,-0.64,215.4,1
2209,-0.64,305.45,1
2210,-0.64,3548.35,1
2211,-0.84,137.35,1
2212,-0.84,1180.05,1
2213,-0.84,1435.1,1
2214,-0.48,248.9,1
2215,-0.64,1054,1
2216,-0.84,302.3,1
2217,-0.84,2190.1,1
2218,-0.64,2194,1
2219,-0.64,326.44,1
2220,-0.01,492.8,1
2221,-2.78,17318.8,1
2222,-0.01,1094,1
2223,-0.01,422.11,1
2224,-2.78,676.16,1
2225,-0.01,597.3,1
2226,-0.01,1725.68,1
2227,-2.78,63240.9,1
2228,-2.78,3090.1,1
2229,-2.78,565.4,1
2230,-2.78,24042.4,1
2231,-0.01,1260.5,1
2232,-0.32,2461.9,1
2233,-0.32,1306.54,1
2234,-0.32,242.6,1
2235,-2.78,1307.3,1
2236,3.75,769.2,1
2237,-0.32,403.6,1
2238,-0.32,178.5,1
2239,-2.78,600.1,1
2240,-2.78,654.9,1
2241,3.75,14694.9,1
2242,-0.32,1818.1,1
2243,-2.78,3490.9,1
2244,-2.78,2039,1
2245,-2.78,480,1
2246,3.75,304,1
2247,-0.32,8760.2,1
2248,-0.32,200.35,1
2249,-0.32,6799.55,1
2250,-2.78,9350,1
2251,-0.32,135,1
2252,-0.32,1272.7,1
2253,-0.32,879.43,1
2254,-0.32,2271.2,1
2255,3.75,34793.2,1
2256,-0.32,25023.4,1
2257,-0.32,202.21,1
2258,-0.32,276.06,1
2259,3.75,189.4,1
2260,-0.32,2588.6,1
2261,-0.32,6034.6,1
2262,-0.32,133.03,1
2263,-0.96,578.1,1
2264,-0.32,304.3,1
2265,-1.44,6263.68,1
2266,-0.96,576.5,1
2267,-1.21,305.6,1
2268,-1.21,420.6,1
2269,-1.21,124,1
2270,-0.96,116.9,1
2271,-0.96,16299.85,1
2272,-0.96,6873,1
2273,-1.21,461.5,1
2274,-1.21,369.25,1
2275,-1.44,174.6,1
2276,-0.96,73418.95,1
2277,-0.96,3207.2,1
2278,-1.21,187.8,1
2279,-1.44,1235.1,1
2280,-0.96,148.3,1
2281,-0.96,5074.65,1
2282,-0.96,32742.05,1
2283,-0.96,1720.05,1
2284,-1.21,589.95,1
2285,-1.21,4906.7,1
2286,-0.96,260.3,1
2287,-0.96,639.95,1
2288,-0.37,119.76,1
2289,-0.37,3355.56,1
2290,-3.02,205.7,1
2291,-0.37,4867.5,1
2292,-0.37,771.15,1
2293,-0.37,182,1
2294,-0.21,276.95,1
2295,-0.66,2290.2,1
2296,-0.66,2350,1
2297,-0.66,134.7,1
2298,-0.66,205,1
2299,-0.66,139.1,1
2300,-0.21,342.2,1
2301,-0.66,462.15,1
2302,-0.66,204.9,1
2303,-0.66,346.7,1
2304,-0.66,333.4,1
2305,-1.27,131.5,1
2306,-1.5,206.2,1
2307,-1.5,125.8,1
2308,-1.5,391.55,1
2309,-1.85,300.1,1
2310,-1.5,132.5,1
2311,-1.5,162.7,1
2312,-1.85,256.15,1
2313,-1.27,122.8,1
2314,-1.27,746.6,1
2315,-0.63,109.61,1
2316,-0.63,3482.9,1
2317,-0.63,155.05,1
2318,-0.63,162702.1,1
2319,-0.63,323.35,1
2320,-2.97,102.5,1
2321,-2.97,2759.31,1
2322,-0.63,117,1
2323,-2.97,197,1
2324,-0.98,823.1,1
2325,-0.98,307.4,1
2326,-0.48,167.9,1
2327,-0.98,254,1
2328,-2.2,7434,1
2329,-1.68,389.2,1
2330,-1.83,552,1
2331,-0.98,291.8,1
2332,-0.98,183.65,1
2333,-1.83,8424,1
2334,-1.83,139.3,1
2335,-1.83,2114.6,1
2336,-1.68,1050.7,1
2337,-1.83,126.3,1
2338,-1.68,35101,1
2339,-2.52,180.2,1
2340,-0.88,179.22,1
2341,-0.88,40755.4,1
2342,-1.1,1721,1
2343,-1.1,924.25,1
2344,-0.76,204.1,1
2345,-1.1,529.2,1
2346,-1.1,777.1,1
2347,-2.28,118.6,1
2348,-2.26,211.6,1
2349,-2.26,257.4,1
2350,-2.28,125,1
2351,-2.88,298.4,1
2352,-1.58,337.11,1
2353,-1.58,644.2,1
2354,-1.58,133.4,1
2355,-2.88,215.6,1
2356,-2.2,135.5,1
2357,-2.2,30055,1
2358,-1.82,4028,1
2359,-1.41,108,1
2360,-1.82,304.5,1
2361,-2.87,1047.1,1
2362,-2.33,332.1,1
2363,-2.73,104.1,1
2364,-2.98,194.1,1
2365,-3.3,169,1
2366,-3.98,3105.1,1
2367,-3.98,420.4,1
2368,-4.56,102.4,1
2369,-4.56,4139.2,1
2370,-3.45,1079.7,1
2371,-3.45,475.4,1
2372,-3.45,102,1
2373,-4.53,496.3,1
2374,-4.8,901,1
2375,-4.8,1988,1
2376,-3.6,156.8,1
2377,-5.7,4750,1
2378,-5.18,121.5,1
2379,-5.7,817,1
2380,-5.7,1132.2,1
2381,-4.11,850,1
2382,-4.11,568.17,1
2383,-4.11,133.15,1
2384,-4.11,130.8,1
2385,-4.11,541.3,1
2386,-4.11,123.2,1
2387,-4.11,732.2,1
2388,-4.11,506.9,1
2389,-3.98,107.3,1
2390,-4.11,211.2,1
2391,-4.11,126.4,1
2392,-4.11,342.5,1
2393,-3.07,453.1,1
2394,-3.07,705.1,1
2395,-3.97,972,1
2396,-3.07,326.8,1
2397,-3.07,107.8,1
2398,-3.07,103.6,1
2399,-3.07,730,1
2400,-6.54,1126.2,1
2401,-5.31,1500.1,1
2402,-6.54,137.7,1
2403,-6.54,479.4,1
2404,-4.69,1397,1
2405,-4.69,1062.6,1
2406,-4.69,2847.7,1
2407,-4.69,8297.21,1
2408,-4.43,108.9,1
2409,-4.43,116.2,1
2410,-4.69,128.9,1
2411,-4.43,219,1
2412,-4.69,278.9,1
2413,-4.21,1000.1,1
2414,-4.69,358.9,1
2415,-4.21,1122.25,1
2416,-3.15,297.9,1
2417,-3.15,128,1
2418,-4.21,3102.05,1
2419,-3.15,993.9,1
2420,-4.21,234.4,1
2421,-3.15,296.3,1
2422,-3.15,122.3,1
2423,-4.21,325.4,1
2424,-6.97,291.8,1
2425,-5.14,144.8,1
2426,-6.97,262.2,1
2427,-5.14,111.1,1
2428,-6.97,840.65,1
2429,-5.14,400.9,1
2430,-6.97,240207,1
2431,-4.95,345,1
2432,-4.95,500,1
2433,-4.95,1113,1
2434,-4.95,4200.55,1
2435,-4.95,165.5,1
2436,-4.95,126,1
2437,-4.95,130.5,1
2438,-4.95,187.7,1
2439,-4.95,6467.1,1
2440,-4.61,134.8,1
2441,-4.95,344.5,1
2442,-4.95,277.5,1
2443,-4.56,782.6,1
2444,-4.95,214.2,1
2445,-2.72,179.8,1
2446,-3.15,129.9,1
2447,-3.15,120.4,1
2448,-3.15,167.5,1
2449,-3.15,225.3,1
2450,-4.56,4806.51,1
2451,-2.72,444.1,1
2452,-3.15,23342.91,1
2453,-4.56,121,1
2454,-3.15,791.1,1
2455,-3.15,195.45,1
2456,-2.72,1051.05,1
2457,-3.15,179.5,1
2458,-2.72,12889.65,1
2459,-2.72,2920.1,1
2460,-2.72,331.6,1
2461,-2.72,268.05,1
2462,-3.15,8129.45,1
2463,-5.04,106.25,1
2464,-6.83,450,1
2465,-4.67,150.2,1
2466,-5.04,187.1,1
2467,-4.45,179.2,1
2468,-4.45,5604.4,1
2469,-4.67,203.55,1
2470,-4.45,508,1
2471,-4.67,1023.7,1
2472,-4.67,474.2,1
2473,-4.45,408.1,1
2474,-4.67,109.12,1
2475,-4.67,249,1
2476,-4.67,574.7,1
2477,-4.67,194.4,1
2478,-4.67,304.1,1
2479,-3.13,810,1
2480,-4.67,416.92,1
2481,-3.13,391,1
2482,-3.13,2473.6,1
2483,-2.76,652.4,1
2484,-3.13,173.5,1
2485,-2.76,1440.1,1
2486,-2.76,104.08,1
2487,-3.13,116.2,1
2488,-2.76,181.53,1
2489,-3.13,563.7,1
2490,-3.13,160.3,1
2491,-5.97,101,1
2492,-4.05,3008.3,1
2493,-5.97,412.9,1
2494,-4.05,138.2,1
2495,-5.97,2447.6,1
2496,-4.05,14124.29,1
2497,-3.98,47765.6,1
2498,-4.19,219.25,1
2499,-4.19,115.1,1
2500,-4.19,121,1
2501,-2.75,120.7,1
2502,-2.8,104.3,1
2503,-2.75,64998.25,1
2504,-5.65,90440.5,1
2505,-5.65,261.3,1
2506,-4.03,198345.5,1
2507,-5.65,49554,1
2508,-5.65,59983.5,1
2509,-5.65,4565,1
2510,-5.65,725.7,1
2511,-5.65,710,1
2512,-5.65,86516.1,1
2513,-4.03,14006,1
2514,-3.65,560,1
2515,-2.2,171.15,1
2516,-5.51,4901,1
2517,-4.33,143.4,1
2518,-4.33,1084.4,1
2519,-3.97,101,1
2520,-1.48,400,1
2521,-1.48,104,1
2522,-2.4,764.4,1
2523,-2.63,774.1,1
2524,-2.63,462.5,1
2525,-4.08,584,1
2526,-2.43,147.5,1
2527,-3.84,440.5,1
2528,-3.84,511.6,1
2529,-3.85,160,1
2530,-2.45,1225,1
2531,-3.42,335.5,1
2532,-2.45,15302.1,1
2533,-3.85,216.1,1
2534,-3.42,4281.5,1
2535,-3.85,150.5,1
2536,-3.85,1134.5,1
2537,-3.85,134.3,1
2538,-3.85,198.5,1
2539,-3.85,113.4,1
2540,-2.64,306,1
2541,-2.64,139.7,1
2542,-2.9,176.2,1
2543,-2.9,202.2,1
2544,-2.9,1335.31,1
2545,-2.37,150.4,1
2546,-3.86,152.3,1
2547,-3.86,143.8,1
2548,-3.86,206.35,1
2549,-2.37,394.8,1
2550,-4.18,507.5,1
2551,-4.18,37466.7,1
2552,-3.67,81378.1,1
2553,-3.67,143.7,1
2554,-4.18,770.2,1
2555,-3.67,162859.3,1
2556,-4.18,1063.4,1
2557,-4.18,118,1
2558,-3.67,1158.7,1
2559,-3.67,869,1
2560,-4.18,3979.5,1
2561,-4.18,135.7,1
2562,-4.18,3443.3,1
2563,-4.18,248.4,1
2564,-3.67,309.2,1
2565,-4.18,993.1,1
2566,-4.18,1487,1
2567,-4.18,2481.35,1
2568,-4.18,1037.67,1
2569,-4.18,130.5,1
2570,-4.18,107.2,1
2571,-4.18,2895.1,1
2572,-3.32,4208.3,1
2573,-4.18,150.85,1
2574,-4.18,416.72,1
2575,-2.82,148,1
2576,-2.82,17394.8,1
2577,-2.82,4000.1,1
2578,-3.32,11145.4,1
2579,-3.32,332,1
2580,-3.32,6731.3,1
2581,-3.32,553.2,1
2582,-3.32,20053.42,1
2583,-2.82,6032.5,1
2584,-2.82,3052.3,1
2585,-2.82,9023.3,1
2586,-3.32,30176.1,1
2587,-3.32,2036.53,1
2588,-3.32,3372.1,1
2589,-2.82,4916.2,1
2590,-2.82,95141.42,1
2591,-3.32,7981.1,1
2592,-3.32,5367.6,1
2593,-3.32,46695.91,1
2594,-3.32,18613,1
2595,-2.82,1020.7,1
2596,-2.82,51536.7,1
2597,-2.82,89944.2,1
2598,-3.32,76123.7,1
2599,-3.32,4847.9,1
2600,-2.82,90290.16,1
2601,-2.82,14193.5,1
2602,-3.32,1315.2,1
2603,-3.32,12368.1,1
2604,-3.32,12513.4,1
2605,-2.82,17553.6,1
2606,-2.82,142128.21,1
2607,-2.15,187.1,1
2608,-3.95,128.6,1
2609,-3.95,402.75,1
2610,-3.95,9444.1,1
2611,-3.8,181.4,1
2612,-4.33,1515.2,1
2613,-4.33,115.3,1
2614,-3.8,240,1
2615,-4.33,1511.9,1
2616,-4.33,7458.5,1
2617,-4.33,149.4,1
2618,-4.33,52097.5,1
2619,-4.33,124.7,1
2620,-4.33,470.7,1
2621,-3.67,306,1
2622,-3.06,11714.8,1
2623,-3.67,131.6,1
2624,-3.06,2818.1,1
2625,-3.06,3726.6,1
2626,-3.06,1953.3,1
2627,-3.06,2666.7,1
2628,-3.67,6112.3,1
2629,-3.67,149.51,1
2630,-3.67,306,1
2631,-3.06,44467.45,1
2632,-3.06,1779.1,1
2633,-3.91,126.1,1
2634,-3.91,482.5,1
2635,-3.91,289.6,1
2636,-3.91,139.95,1
2637,-3.91,138.7,1
2638,-3.91,259.1,1
2639,-3.73,1340.2,1
2640,-4.27,1745.6,1
2641,-4.27,235.4,1
2642,-4.27,117.6,1
2643,-4.27,180,1
2644,-4.27,300.5,1
2645,-2.24,137.3,1
2646,-3.11,111.4,1
2647,-3.11,176,1
2648,-3.71,135.3,1
2649,-3.81,681.2,1
2650,-3.11,309.4,1
2651,-3.71,187,1
2652,-3.81,417.75,1
2653,-3.71,404.3,1
2654,-3.71,2173.5,1
2655,-3.71,130.5,1
2656,-3.71,51609.5,1
2657,-3.11,374.1,1
2658,-3.11,6065.35,1
2659,-3.88,402.5,1
2660,-3.88,348,1
2661,-2.47,108.3,1
2662,-3.71,11201.5,1
2663,-4.28,3694.55,1
2664,-4.28,356.5,1
2665,-4.28,914.27,1
2666,-3.85,1452.2,1
2667,-3.36,140.2,1
2668,-3.36,2864.1,1
2669,-3.36,365.1,1
2670,-3.85,343.02,1
2671,-3.36,119.2,1
2672,-4.05,212.3,1
2673,-4.05,5431.2,1
2674,-4.05,1244.8,1
2675,-4.05,19584.15,1
2676,-3.84,115.5,1
2677,-4.21,232,1
2678,-4.21,144.8,1
2679,-3.47,306.6,1
2680,-3.7,530,1
2681,-3.7,1839.1,1
2682,-3.47,144.1,1
2683,-3.56,30319.8,1
2684,-3.56,1940,1
2685,-3.56,11222.1,1
2686,-3.79,101,1
2687,-1.57,945,1
2688,-2.29,112,1
2689,-2.29,290,1
2690,-0.51,227.65,1
2691,-0.51,3060.1,1
2692,-4.27,654.3,1
2693,-4.27,284.75,1
2694,-3.01,450,1
2695,-4.27,8733,1
2696,-3.01,176.6,1
2697,-3.18,350,1
2698,-3.18,408.3,1
2699,-3.33,573.3,1
2700,-3.18,108.5,1
2701,-3.33,158.4,1
2702,-3.18,101.8,1
2703,-3.18,3013.96,1
2704,-3.18,342.5,1
2705,-3.18,158.5,1
2706,0.33,107,1
2707,-4.39,340.75,1
2708,-2.96,835,1
2709,-3.01,300,1
2710,-2.96,355.3,1
2711,-2.96,121.5,1
2712,-2.96,319.4,1
2713,-2.96,2754.8,1
2714,-2.96,900,1
2715,-3.22,2239.7,1
2716,-2.96,128,1
2717,-2.96,108.3,1
2718,-2.96,416.3,1
2719,-2.96,1654.45,1
2720,0.73,105.3,1
2721,0.73,725.7,1
2722,0.73,145,1
2723,0.73,121.4,1
2724,0.78,170.2,1
2725,-3.23,100.2,1
2726,-4.51,2246.1,1
2727,-4.51,132.7,1
2728,-4.51,964.75,1
2729,-3.23,412.1,1
2730,-4.51,354.1,1
2731,-4.51,657.9,1
2732,-2.8,238.7,1
2733,-2.8,135.7,1
2734,-3.11,138,1
2735,-3.23,1418.9,1
2736,-2.8,115.1,1
2737,-2.8,666.9,1
2738,-2.8,493.9,1
2739,-2.8,283.4,1
2740,-3.11,138.1,1
2741,-2.8,195.2,1
2742,-3.23,3360.1,1
2743,-2.8,6133.46,1
2744,-2.8,1257.7,1
2745,0.85,265,1
2746,0.99,150,1
2747,0.85,199,1
2748,0.85,744.1,1
2749,0.85,147.2,1
2750,0.37,11900,1
2751,0.99,6401.85,1
2752,0.99,3226.67,1
2753,-4.47,230,1
2754,-4.47,522.8,1
2755,-4.47,2689.5,1
2756,-4.47,162534.25,1
2757,-4.47,4912.92,1
2758,-4.47,150,1
2759,-4.47,91622,1
2760,-2.72,101.6,1
2761,-2.96,458,1
2762,-2.96,3392.5,1
2763,-2.72,143.7,1
2764,-2.96,6437,1
2765,-2.96,7822,1
2766,-2.96,1726.3,1
2767,-2.96,12317.1,1
2768,-2.72,7425.01,1
2769,-0.09,408.5,1
2770,-0.09,292.7,1
2771,-0.09,6523.61,1
2772,-0.09,107.2,1
2773,-0.09,463.1,1
2774,-0.04,1265.35,1
2775,-0.09,109,1
2776,-0.09,11026.15,1
2777,-0.11,263.1,1
2778,-0.09,11184.25,1
2779,-0.09,7354.6,1
2780,-0.09,268.65,1
2781,-0.11,1503.8,1
2782,-0.04,144.9,1
2783,-0.04,1364.2,1
2784,-4.4,418.1,1
2785,-4.4,504.4,1
2786,-4.4,17463.4,1
2787,-2.84,617,1
2788,-2.8,341.2,1
2789,-2.8,195.7,1
2790,-2.8,101.4,1
2791,-2.8,198.1,1
2792,-0.51,222.9,1
2793,-2.8,234.8,1
2794,-0.48,732.2,1
2795,-0.51,1578.3,1
2796,-0.51,108.6,1
2797,-0.48,141.9,1
2798,-0.51,309.3,1
2799,-0.64,200,1
2800,-0.48,100.3,1
2801,-3.44,7146.45,1
2802,2.04,489.3,1
2803,2.04,115.6,1
2804,-0.01,1235,1
2805,-0.29,191,1
2806,-0.29,3693.5,1
2807,-0.29,287.1,1
2808,-3.79,156.71,1
2809,1.42,108.3,1
2810,2.06,130,1
2811,2.74,352,1
2812,1.12,1797.45,1
2813,1.12,3000,1
2814,1.3,338.2,1
2815,1.3,111.3,1
2816,1.3,245.2,1
2817,1.3,208,1
2818,2.19,101,1
2819,1.37,293.15,1
2820,1.37,110.1,1
2821,2.5,286.2,1
2822,1.69,241,1
2823,1.69,231,1
2824,1.69,449.7,1
2825,1.69,111,1
2826,1.69,736.8,1
2827,1.69,315.8,1
2828,1.69,164.6,1
2829,1.69,305.4,1
2830,1.69,612.6,1
2831,1.69,1659.4,1
2832,1.69,845,1
2833,1.69,178.1,1
2834,1.53,102.6,1
2835,1.53,128.9,1
2836,2.91,180.3,1
2837,1.45,3242.9,1
2838,1.45,1332.4,1
2839,1.45,112.3,1
2840,2.91,127.2,1
2841,1.45,14679.5,1
2842,1.45,360,1
2843,1.71,1697,1
2844,1.71,591.8,1
2845,2.91,1832,1
2846,2.54,127.2,1
2847,1.71,179.1,1
2848,1.71,365.3,1
2849,1.71,16562.65,1
2850,2.91,1255.1,1
2851,1.71,424.5,1
2852,1.71,9020.8,1
2853,2.54,383.3,1
2854,1.71,197.7,1
2855,1.71,1731,1
2856,-0.02,1892.6,1
2857,-0.02,1143.35,1
2858,1.75,979.9,1
2859,-0.02,287.25,1
2860,1.75,1041.05,1
2861,-0.02,1495.5,1
2862,1.75,200.95,1
2863,1.75,116.42,1
2864,-0.02,9409.6,1
2865,1.75,153.9,1
2866,1.75,157.7,1
2867,2.42,407.7,1
2868,1.26,1196.7,1
2869,1.26,195.9,1
2870,1.26,152.17,1
2871,2.14,114.1,1
2872,2.14,119.4,1
2873,1.43,1518.05,1
2874,1.43,125,1
2875,2.41,1165.8,1
2876,1.43,215.1,1
2877,1.43,153.6,1
2878,2.14,106.6,1
2879,1.43,104.4,1
2880,1.43,881.8,1
2881,1.43,128.4,1
2882,1.43,460.55,1
2883,2.41,253,1
2884,1.43,932.21,1
2885,1.43,965.7,1
2886,2.13,305.8,1
2887,1.63,413.5,1
2888,1.63,539.4,1
2889,1.63,2269.2,1
2890,-0.1,232.3,1
2891,-0.1,257,1
2892,0.93,958.7,1
2893,0.93,154.65,1
2894,0.93,202.15,1
2895,0.9,9829.3,1
2896,0.9,241.2,1
2897,0.9,128.2,1
2898,1.83,100.5,1
2899,1.24,106.15,1
2900,1.24,126,1
2901,1.83,209.3,1
2902,2.18,1254,1
2903,1.73,187,1
2904,2,201,1
2905,1.73,115.58,1
2906,1.82,221.31,1
2907,1.91,155.1,1
2908,0.25,395,1
2909,3.68,850,1
2910,0.13,114.1,1
2911,0.13,300,1
2912,2.13,100.01,1
2913,2.49,100.86,1
2914,0.25,751.3,1
2915,2.49,183.4,1
2916,0.25,154.98,1
2917,0.25,121.88,1
2918,3.18,234,1
2919,3.18,226.8,1
2920,3.18,1129.7,1
2921,0.25,217,1
2922,2.8,382.75,1
2923,2.8,383.11,1
2924,2.8,832,1
2925,3.18,122.2,1
2926,3.18,117.27,1
2927,0.25,206.2,1
2928,2.82,215.96,1
2929,2.51,302.63,1
2930,0.43,460,1
2931,0.43,107.1,1
2932,2.51,175.09,1
2933,0.43,102.75,1
2934,0.43,100.1,1
2935,2.51,225.98,1
2936,2.51,131.18,1
2937,2.51,130.51,1
2938,0.43,152.89,1
2939,0.43,302.13,1
2940,3.77,658.7,1
2941,3.07,822.92,1
2942,3.77,5214.3,1
2943,0.43,138,1
2944,3.77,204.65,1
2945,3.77,1270.51,1
2946,3.77,206.36,1
2947,3.77,928.06,1
2948,3.07,276.43,1
2949,3.77,200.98,1
2950,3.77,846.09,1
2951,3.77,204.31,1
2952,3.59,1800,1
2953,2.55,279.67,1
2954,0.64,14136.2,1
2955,0.64,223.5,1
2956,2.55,173.37,1
2957,0.64,351.47,1
2958,2.55,1606.25,1
2959,2.55,347,1
2960,4.19,108.65,1
2961,3.13,361.72,1
2962,4.19,1068.02,1
2963,4.19,123.05,1
2964,4.19,112,1
2965,4.19,20500.66,1
2966,4.19,924.5,1
2967,4.19,104.91,1
2968,4.19,484.79,1
2969,4.19,217.51,1
2970,3.13,1208.1,1
2971,4.19,215.5,1
2972,4.19,1070.5,1
2973,4.19,113,1
2974,4.19,201.07,1
2975,4.33,197.25,1
2976,4.33,460.32,1
2977,2.88,498,1
2978,4.41,325.5,1
2979,4.41,267.5,1
2980,2.88,2620.3,1
2981,2.26,325.96,1
2982,2.26,824.96,1
2983,0.25,5169.2,1
2984,2.26,577.33,1
2985,2.26,1188.07,1
2986,0.25,104.6,1
2987,0.25,199.23,1
2988,0.25,396.33,1
2989,0.25,250.61,1
2990,4.04,193.7,1
2991,4.04,175.1,1
2992,4.04,815.7,1
2993,4.04,122.05,1
2994,0.25,182,1
2995,0.25,1807,1
2996,2.93,215,1
2997,2.93,249.11,1
2998,2.93,111.95,1
2999,2.93,166.32,1
3000,4.04,5253.34,1
3001,2.75,525.5,1
3002,4.2,729.49,1
3003,4.2,331.67,1
3004,2.75,616.5,1
3005,2.75,562.25,1
3006,4.16,2076,1
3007,1.9,164.25,1
3008,0.52,561.5,1
3009,1.9,104.21,1
3010,1.9,300,1
3011,1.9,1130.41,1
3012,0.52,1192.13,1
3013,1.9,879,1
3014,-0.21,3278,1
3015,0.52,25577.11,1
3016,2.43,5081.06,1
3017,-0.21,1529.8,1
3018,-0.21,1953.9,1
3019,2.43,344.85,1
3020,-0.21,727.6,1
3021,-0.21,335.12,1
3022,-0.21,394.6,1
3023,-0.21,255.05,1
3024,-0.21,5360.6,1
3025,2.43,189.36,1
3026,-0.21,1164.1,1
3027,-0.21,330.05,1
3028,-0.21,185.46,1
3029,-0.21,2129.1,1
3030,-0.3,115.82,1
3031,-0.02,485.78,1
3032,-0.41,1470.08,1
3033,-0.02,117.21,1
3034,-0.3,120.3,1
3035,-0.18,2134.2,1
3036,0.29,197.75,1
3037,-0.04,295,1
3038,-0.61,150,1
3039,-0.61,157.2,1
3040,-1.23,207.43,1
3041,-1.52,114.28,1
3042,-1.52,1159.02,1
